-88.11255865778138, 311.32392189914304
-86.75619790439048, 311.5462143559488
-85.06074696265185, 311.5462143559488
-83.70438620926095, 311.5462143559488
-82.34802545587004, 311.5462143559488
-79.29621376074051, 311.9907992695602
-77.60076281900189, 311.9907992695602
-75.22713150056781, 311.9907992695602
-73.53168055882918, 311.9907992695602
-72.17531980543828, 312.213091726366
-71.1580492403951, 313.5468464672004
-70.47986886369965, 316.2143559488691
-69.8016884870042, 321.99395982581814
-69.12350811030875, 325.10605422109836
-69.12350811030875, 324.4391768506812
-67.42805716857012, 331.33024301165887
-66.41078660352694, 331.99712038207605
-64.03715528509287, 330.8856580980474
-62.68079453170196, 329.551903357213
-61.663523966658786, 328.8850259867958
-60.64625340161561, 327.77356370276715
-59.62898283657243, 326.66210141873853
-57.255351518138355, 324.9949079926955
-55.89899076474745, 324.2168843938755
-53.8644496346611, 323.32771456665256
-52.5080888812702, 322.43854473942963
-51.15172812787931, 321.5493749122067
-49.117186997792956, 320.2156201713723
-47.760826244402054, 319.5487428009551
-45.387194925967975, 318.21498806012073
-44.03083417257707, 317.77040314650924
-42.67447341918617, 317.3258182328978
-40.97902247744754, 316.6589408624806
-39.62266172405664, 316.2143559488691
-36.231759840579386, 315.1028936648405
-35.21448927553621, 314.658308751229
-33.51903833379758, 314.43601629442327
-32.501767768754405, 314.2137238376176
-30.80631682701579, 313.7691389240061
-29.44995607362489, 313.32455401039465
-26.737234566843085, 312.87996909678316
-25.041783625104443, 312.87996909678316
-21.989971929974928, 312.65767663997747
-19.616340611540835, 312.4353841831717
-17.92088966980222, 312.4353841831717
-16.56452891641132, 312.4353841831717
-15.208168163020417, 312.4353841831717
-13.851807409629515, 312.4353841831717
-12.495446656238613, 312.4353841831717
-11.139085902847711, 312.4353841831717
-9.782725149456809, 312.4353841831717
-8.765454584413618, 311.9907992695602
-7.070003642675005, 312.213091726366
-5.374552700936363, 311.9907992695602
-3.6791017591977493, 312.213091726366
-2.6618311941545585, 311.9907992695602
